HotelName,StartRating,Value,Location,Sleep Quality,Rooms,Cleanliness,Service,Overall Rating,Continent of Origin,Travel Type
PARKROYAL on Kitchener Road,4.0 ,4 ,3 ,5 ,5 ,4 ,5 ,4 ,Asia,Couple
Hotel 1929,3.0 ,3 ,5 ,5 ,4 ,5 ,5 ,4 ,Asia,Couple
Hotel 1929,3.0 ,1 ,2 ,2 ,3 ,3 ,1 ,2 ,Asia,Couple
M Hotel Singapore,4.0 ,5 ,5 ,4 ,4 ,4 ,5 ,5 ,Asia,Couple
M Hotel Singapore,4.0 ,4 ,3 ,4 ,4 ,5 ,4 ,4 ,Asia,Couple
Carlton Hotel Singapore,4.0 ,1 ,5 ,2 ,1 ,1 ,2 ,1 ,Asia,Couple
Carlton Hotel Singapore,4.0 ,4 ,4 ,5 ,5 ,5 ,3 ,4 ,Asia,Couple
Mandarin Orchard Singapore,4.5 ,2 ,4 ,2 ,2 ,3 ,2 ,2 ,Asia,Couple
Mandarin Orchard Singapore,4.5 ,2 ,3 ,1 ,3 ,5 ,2 ,3 ,Asia,Couple
Amara Singapore Hotel,4.0 ,5 ,5 ,5 ,4 ,4 ,4 ,5 ,Asia,Couple
Hotel Re!,4.0 ,1 ,1 ,2 ,1 ,2 ,2 ,2 ,Asia,Couple
Hotel Re!,4.0 ,1 ,1 ,2 ,2 ,1 ,1 ,2 ,Asia,Couple
Hotel Re!,4.0 ,1 ,1 ,1 ,1 ,3 ,1 ,2 ,Asia,Couple
Hotel 81 Dickson,2.0 ,3 ,3 ,1 ,1 ,1 ,1 ,1 ,Asia,Couple
Value Hotel Thomson,3.0 ,5 ,4 ,4 ,3 ,3 ,4 ,4 ,Asia,Couple
Value Hotel Thomson,3.0 ,4 ,3 ,4 ,3 ,4 ,4 ,4 ,Asia,Couple
Value Hotel Thomson,3.0 ,5 ,4 ,5 ,4 ,5 ,3 ,4 ,Asia,Couple
Value Hotel Thomson,3.0 ,4 ,4 ,4 ,4 ,4 ,4 ,4 ,Asia,Couple
Studio M Hotel,4.0 ,4 ,4 ,3 ,4 ,3 ,4 ,4 ,Asia,Couple
Studio M Hotel,4.0 ,1 ,5 ,3 ,4 ,5 ,1 ,2 ,Asia,Couple
Studio M Hotel,4.0 ,4 ,3 ,4 ,4 ,4 ,4 ,4 ,Asia,Couple
Studio M Hotel,4.0 ,3 ,4 ,4 ,3 ,4 ,1 ,2 ,Asia,Couple
Studio M Hotel,4.0 ,1 ,2 ,1 ,1 ,1 ,2 ,2 ,Asia,Couple
Studio M Hotel,4.0 ,3 ,4 ,4 ,4 ,4 ,4 ,3 ,Asia,Couple
Studio M Hotel,4.0 ,2 ,4 ,2 ,2 ,3 ,1 ,3 ,Asia,Couple
Studio M Hotel,4.0 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,Asia,Couple
The Saff,3.5 ,3 ,4 ,3 ,3 ,4 ,3 ,3 ,Asia,Couple
Moon Hotel,3.5 ,4 ,4 ,4 ,4 ,4 ,4 ,4 ,Asia,Couple
Moon Hotel,3.5 ,4 ,4 ,4 ,5 ,5 ,4 ,5 ,Asia,Couple
Moon Hotel,3.5 ,1 ,2 ,3 ,1 ,2 ,1 ,1 ,Asia,Couple
Moon Hotel,3.5 ,1 ,2 ,3 ,2 ,2 ,1 ,2 ,Asia,Couple
Moon Hotel,3.5 ,1 ,3 ,1 ,1 ,4 ,1 ,1 ,Asia,Couple
YWCA Fort Canning Lodge,3.0 ,5 ,5 ,4 ,4 ,3 ,4 ,4 ,Asia,Couple
Sheraton Towers Singapore,4.5 ,5 ,4 ,5 ,3 ,4 ,5 ,4 ,Asia,Couple
Landmark Village Hotel,3.0 ,1 ,4 ,2 ,3 ,3 ,2 ,3 ,Asia,Couple
Landmark Village Hotel,3.0 ,3 ,4 ,3 ,3 ,3 ,1 ,2 ,Asia,Couple
Gallery Hotel,3.0 ,2 ,4 ,3 ,3 ,3 ,1 ,1 ,Asia,Couple
Gallery Hotel,3.0 ,5 ,4 ,3 ,4 ,5 ,5 ,5 ,Asia,Couple
Value Hotel Nice,2.0 ,4 ,2 ,4 ,4 ,4 ,3 ,4 ,Asia,Couple
Link Hotel,4.0 ,3 ,3 ,4 ,4 ,4 ,4 ,3 ,Asia,Couple
Hotel Grand Chancellor Singapore,3.0 ,1 ,3 ,3 ,3 ,3 ,1 ,1 ,Asia,Couple
Hotel Grand Chancellor Singapore,3.0 ,2 ,1 ,2 ,2 ,3 ,1 ,2 ,Asia,Couple
Pan Pacific Singapore,4.5 ,3 ,4 ,4 ,4 ,4 ,3 ,5 ,Asia,Family
Pan Pacific Singapore,4.5 ,4 ,5 ,3 ,4 ,4 ,4 ,4 ,Asia,Family
Pan Pacific Singapore,4.5 ,5 ,5 ,3 ,4 ,4 ,5 ,5 ,Asia,Family
Shangri-La Hotel,5.0 ,4 ,3 ,5 ,5 ,5 ,5 ,5 ,Asia,Family
Naumi Hotel,4.5 ,4 ,5 ,4 ,5 ,5 ,5 ,5 ,Asia,Family
Fairmont Singapore,4.5 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Asia,Family
Fairmont Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Asia,Family
Fairmont Singapore,4.5 ,3 ,4 ,3 ,3 ,3 ,2 ,2 ,Asia,Family
Fairmont Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Asia,Family
Fairmont Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Asia,Family
Fairmont Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,2 ,3 ,Asia,Family
Fairmont Singapore,4.5 ,3 ,5 ,5 ,4 ,5 ,5 ,4 ,Asia,Family
The St. Regis Singapore,5.0 ,4 ,5 ,5 ,5 ,5 ,4 ,4 ,Asia,Family
The St. Regis Singapore,5.0 ,4 ,4 ,5 ,5 ,4 ,4 ,4 ,Asia,Family
Fullerton Hotel Singapore,5.0 ,1 ,4 ,4 ,4 ,4 ,2 ,3 ,Asia,Family
Fullerton Hotel Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Asia,Family
Holiday Inn Singapore Orchard City Centre,4.0 ,4 ,5 ,5 ,5 ,4 ,4 ,4 ,Asia,Family
Crowne Plaza Hotel Changi Airport,4.5 ,2 ,1 ,2 ,3 ,4 ,1 ,2 ,Asia,Family
Crowne Plaza Hotel Changi Airport,4.5 ,3 ,4 ,4 ,3 ,4 ,3 ,3 ,Asia,Family
Goodwood Park Hotel,4.0 ,4 ,4 ,5 ,5 ,5 ,5 ,5 ,Asia,Family
Goodwood Park Hotel,4.0 ,5 ,5 ,5 ,4 ,4 ,4 ,4 ,Asia,Family
Swissotel The Stamford,4.5 ,3 ,5 ,3 ,2 ,3 ,3 ,3 ,Asia,Family
Ibis Singapore on Bencoolen,3.0 ,2 ,3 ,2 ,2 ,3 ,3 ,2 ,Asia,Family
Marriott Hotel Singapore,4.5 ,2 ,4 ,4 ,3 ,3 ,4 ,3 ,Asia,Family
Marina Mandarin Singapore,4.5 ,1 ,3 ,3 ,1 ,1 ,3 ,1 ,Asia,Family
"Traders Hotel, Singapore",4.0 ,3 ,4 ,3 ,3 ,3 ,2 ,3 ,Asia,Family
Novotel Singapore Clarke Quay,4.0 ,1 ,2 ,1 ,3 ,5 ,2 ,3 ,Asia,Family
Novotel Singapore Clarke Quay,4.0 ,3 ,5 ,4 ,4 ,4 ,2 ,3 ,Asia,Family
Grand Mercure Roxy Singapore,4.0 ,3 ,3 ,2 ,3 ,2 ,3 ,3 ,Asia,Family
Grand Mercure Roxy Singapore,4.0 ,5 ,3 ,5 ,3 ,5 ,5 ,5 ,Asia,Family
Grand Mercure Roxy Singapore,4.0 ,5 ,5 ,5 ,4 ,4 ,5 ,4 ,Asia,Family
Marina Bay Sands,5.0 ,4 ,4 ,4 ,5 ,5 ,4 ,4 ,Asia,Family
Marina Bay Sands,5.0 ,2 ,3 ,3 ,3 ,4 ,2 ,2 ,Asia,Family
Marina Bay Sands,5.0 ,1 ,2 ,4 ,5 ,3 ,1 ,2 ,Asia,Family
Marina Bay Sands,5.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Asia,Family
Marina Bay Sands,5.0 ,4 ,4 ,5 ,5 ,4 ,4 ,4 ,Asia,Family
Marina Bay Sands,5.0 ,4 ,3 ,5 ,5 ,4 ,5 ,5 ,Asia,Family
Marina Bay Sands,5.0 ,5 ,4 ,4 ,4 ,4 ,4 ,4 ,Asia,Family
Marina Bay Sands,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Asia,Family
Marina Bay Sands,5.0 ,2 ,3 ,3 ,3 ,3 ,2 ,2 ,Asia,Family
Marina Bay Sands,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Asia,Family
Marina Bay Sands,5.0 ,3 ,4 ,5 ,5 ,5 ,5 ,5 ,Asia,Family
Marina Bay Sands,5.0 ,1 ,4 ,3 ,2 ,3 ,3 ,2 ,Asia,Family
Marina Bay Sands,5.0 ,5 ,5 ,5 ,5 ,5 ,4 ,4 ,Asia,Family
Marina Bay Sands,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,4 ,Asia,Family
Marina Bay Sands,5.0 ,4 ,4 ,5 ,5 ,5 ,5 ,4 ,Asia,Family
Aqueen Hotel Lavender,,5 ,4 ,4 ,5 ,5 ,5 ,5 ,Asia,Family
Concorde Hotel Singapore,4.0 ,1 ,3 ,1 ,1 ,1 ,1 ,1 ,Asia,Family
Furama RiverFront,4.0 ,4 ,5 ,5 ,4 ,4 ,5 ,4 ,Asia,Family
Orchard Hotel Singapore,4.0 ,4 ,5 ,5 ,5 ,4 ,5 ,5 ,Asia,Family
Amara Singapore Hotel,4.0 ,2 ,3 ,2 ,2 ,3 ,1 ,1 ,Asia,Family
Hotel Re!,4.0 ,1 ,2 ,2 ,1 ,3 ,3 ,2 ,Asia,Family
Hotel 81 Dickson,2.0 ,1 ,2 ,1 ,1 ,1 ,1 ,1 ,Asia,Family
Value Hotel Thomson,3.0 ,4 ,2 ,4 ,2 ,4 ,3 ,4 ,Asia,Family
Value Hotel Balestier,2.0 ,3 ,4 ,2 ,4 ,4 ,1 ,1 ,Asia,Family
Peninsula Excelsior Hotel,3.5 ,2 ,4 ,2 ,2 ,3 ,1 ,2 ,Asia,Family
Orchard Parade - A Far East Hotel,3.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Asia,Family
River View Hotel Singapore,3.5 ,3 ,3 ,3 ,3 ,4 ,3 ,4 ,Asia,Family
Copthorne Orchid Hotel Singapore,3.5 ,1 ,3 ,1 ,1 ,2 ,1 ,1 ,Asia,Family
Hotel Grand Chancellor Singapore,3.0 ,1 ,3 ,1 ,2 ,2 ,1 ,1 ,Asia,Family
Peninsula Excelsior Hotel,3.5 ,4 ,5 ,4 ,4 ,4 ,4 ,4 ,Europe,Business
"Mandarin Oriental, Singapore",5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Business
The Saff,3.5 ,4 ,5 ,3 ,3 ,5 ,3 ,4 ,Europe,Couple
Holiday Inn Singapore Orchard City Centre,4.0 ,4 ,5 ,4 ,4 ,5 ,5 ,5 ,Europe,Family
Park Hotel Clarke Quay,4.0 ,4 ,5 ,4 ,4 ,4 ,4 ,4 ,Europe,Couple
Pan Pacific Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Crowne Plaza Hotel Changi Airport,4.5 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Grand Copthorne Waterfront Hotel,4.0 ,4 ,4 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Naumi Hotel,4.5 ,4 ,5 ,4 ,4 ,5 ,4 ,4 ,Oceania,Family
Park Hotel Clarke Quay,4.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Pan Pacific Singapore,4.5 ,4 ,5 ,5 ,4 ,5 ,5 ,5 ,Asia,Business
Royal Plaza on Scotts,4.5 ,5 ,5 ,5 ,3 ,5 ,5 ,5 ,Oceania,Business
Royal Plaza on Scotts,4.5 ,5 ,5 ,5 ,3 ,5 ,5 ,5 ,Oceania,Couple
Grand Park Orchard,5.0 ,5 ,5 ,5 ,4 ,3 ,3 ,3 ,Oceania,Couple
Grand Park Orchard,5.0 ,5 ,5 ,5 ,4 ,3 ,3 ,3 ,Oceania,Family
M Hotel Singapore,4.0 ,2 ,3 ,3 ,3 ,4 ,2 ,3 ,Europe,Business
Marina Bay Sands,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Hotel Miramar,3.5 ,4 ,4 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
"Mandarin Oriental, Singapore",5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,North America,Couple
"Traders Hotel, Singapore",4.0 ,3 ,5 ,4 ,4 ,5 ,5 ,4 ,Europe,Couple
Raffles Hotel Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Naumi Hotel,4.5 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Park Hotel Clarke Quay,4.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
City Bayview Singapore,3.0 ,5 ,5 ,5 ,5 ,5 ,5 ,4 ,Europe,Business
City Bayview Singapore,3.0 ,5 ,5 ,5 ,5 ,5 ,5 ,4 ,Europe,Couple
Hotel 1929,3.0 ,5 ,3 ,4 ,3 ,4 ,4 ,4 ,Europe,Couple
Marina Mandarin Singapore,4.5 ,5 ,4 ,3 ,5 ,5 ,5 ,4 ,Europe,Business
"Mandarin Oriental, Singapore",5.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Naumi Hotel,4.5 ,4 ,4 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Ibis Singapore on Bencoolen,3.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Marina Mandarin Singapore,4.5 ,1 ,3 ,1 ,1 ,3 ,3 ,1 ,Europe,Couple
Marina Mandarin Singapore,4.5 ,5 ,4 ,3 ,5 ,5 ,5 ,4 ,Europe,Couple
"Mandarin Oriental, Singapore",5.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Family
Raffles Hotel Singapore,5.0 ,1 ,3 ,1 ,1 ,2 ,5 ,1 ,Asia,Business
Crowne Plaza Hotel Changi Airport,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,North America,Business
Holiday Inn Atrium Singapore,4.0 ,4 ,4 ,4 ,5 ,4 ,4 ,4 ,Europe,Couple
Hotel Bencoolen,,1 ,3 ,2 ,2 ,2 ,1 ,2 ,Europe,Couple
Studio M Hotel,4.0 ,4 ,4 ,3 ,3 ,3 ,4 ,3 ,Europe,Business
"Traders Hotel, Singapore",4.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Aqueen Hotel Lavender,,5 ,4 ,4 ,4 ,5 ,5 ,4 ,Europe,Business
Shangri-La Hotel,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
The Scarlet Hotel,4.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Conrad Centennial Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Pan Pacific Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Family
Sheraton Towers Singapore,4.5 ,2 ,4 ,4 ,2 ,5 ,3 ,3 ,Europe,Couple
Sheraton Towers Singapore,4.5 ,3 ,4 ,4 ,3 ,4 ,4 ,4 ,Europe,Couple
Robertson Quay Hotel,2.5 ,3 ,4 ,4 ,3 ,3 ,3 ,4 ,North America,Couple
Pan Pacific Singapore,4.5 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,North America,Business
Ibis Singapore on Bencoolen,3.0 ,4 ,5 ,4 ,4 ,5 ,4 ,4 ,Asia,Business
Aqueen Hotel Lavender,,3 ,4 ,5 ,5 ,5 ,3 ,4 ,Asia,Couple
Value Hotel Balestier,2.0 ,3 ,5 ,4 ,4 ,5 ,5 ,4 ,Asia,Couple
New Majestic Hotel,4.0 ,5 ,5 ,3 ,5 ,5 ,5 ,5 ,Europe,Couple
Hotel Miramar,3.5 ,5 ,4 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
"Traders Hotel, Singapore",4.0 ,5 ,5 ,5 ,4 ,5 ,5 ,4 ,North America,Business
Park Hotel Clarke Quay,4.0 ,4 ,5 ,5 ,4 ,5 ,5 ,5 ,North America,Couple
Hotel Miramar,3.5 ,5 ,5 ,5 ,4 ,5 ,5 ,4 ,Europe,Couple
Pan Pacific Singapore,4.5 ,4 ,5 ,4 ,5 ,5 ,5 ,5 ,Europe,Couple
InterContinental Singapore,5.0 ,5 ,4 ,5 ,5 ,5 ,5 ,5 ,Europe,Business
PARKROYAL on Beach Road,4.0 ,4 ,4 ,4 ,4 ,4 ,4 ,4 ,Oceania,Couple
Holiday Inn Singapore Orchard City Centre,4.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Business
Holiday Inn Atrium Singapore,4.0 ,4 ,4 ,5 ,4 ,4 ,4 ,5 ,Europe,Family
Pan Pacific Orchard,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Business
Quincy Hotel,4.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Crowne Plaza Hotel Changi Airport,4.5 ,3 ,5 ,4 ,5 ,3 ,1 ,4 ,Europe,Couple
Perak Hotel,2.5 ,4 ,4 ,4 ,3 ,5 ,4 ,4 ,Europe,Couple
Sheraton Towers Singapore,4.5 ,3 ,3 ,4 ,3 ,3 ,4 ,3 ,Europe,Business
Pan Pacific Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Business
Ritz-Carlton Millenia Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Quincy Hotel,4.0 ,5 ,4 ,5 ,4 ,5 ,5 ,5 ,Europe,Couple
Swissotel Merchant Court,4.0 ,2 ,4 ,4 ,3 ,4 ,3 ,3 ,Europe,Couple
Ibis Singapore on Bencoolen,3.0 ,4 ,4 ,3 ,4 ,5 ,4 ,4 ,Europe,Couple
Marina Mandarin Singapore,4.5 ,2 ,5 ,2 ,4 ,4 ,2 ,2 ,Europe,Couple
Hotel 1929,3.0 ,2 ,4 ,1 ,2 ,4 ,4 ,2 ,Europe,Couple
Victoria Hotel,2.0 ,3 ,4 ,3 ,3 ,4 ,3 ,3 ,Europe,Couple
Albert Court Village Hotel,3.5 ,2 ,4 ,3 ,3 ,3 ,3 ,3 ,Europe,Couple
Raffles Hotel Singapore,5.0 ,1 ,4 ,3 ,3 ,4 ,2 ,3 ,Europe,Family
Fullerton Hotel Singapore,5.0 ,5 ,4 ,5 ,4 ,4 ,5 ,5 ,Europe,Family
The Scarlet Hotel,4.0 ,4 ,5 ,5 ,4 ,3 ,5 ,5 ,Europe,Family
Mandarin Orchard Singapore,4.5 ,4 ,4 ,4 ,4 ,4 ,4 ,4 ,Europe,Family
Hotel Grand Chancellor Singapore,3.0 ,3 ,2 ,2 ,2 ,3 ,1 ,2 ,Europe,Family
Hotel Miramar,3.5 ,3 ,5 ,5 ,5 ,5 ,4 ,4 ,Europe,Couple
Wangz Hotel,4.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
"Traders Hotel, Singapore",4.0 ,3 ,5 ,5 ,4 ,5 ,5 ,4 ,Europe,Couple
Holiday Inn Singapore Orchard City Centre,4.0 ,5 ,5 ,3 ,5 ,5 ,5 ,5 ,Europe,Family
Holiday Inn Singapore Orchard City Centre,4.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Fairmont Singapore,4.5 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Family
Grand Park Orchard,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Pan Pacific Singapore,4.5 ,4 ,5 ,5 ,5 ,5 ,4 ,4 ,Europe,Couple
Swissotel The Stamford,4.5 ,2 ,5 ,4 ,1 ,4 ,3 ,3 ,Europe,Couple
Crowne Plaza Hotel Changi Airport,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Business
Crowne Plaza Hotel Changi Airport,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
The St. Regis Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,4 ,5 ,Europe,Business
The St. Regis Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Business
Naumi Hotel,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
The St. Regis Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,4 ,5 ,Europe,Couple
Hotel Miramar,3.5 ,4 ,4 ,5 ,5 ,5 ,5 ,5 ,Europe,Family
Crowne Plaza Hotel Changi Airport,4.5 ,4 ,5 ,5 ,5 ,4 ,5 ,4 ,Europe,Family
Holiday Inn Atrium Singapore,4.0 ,5 ,3 ,2 ,3 ,3 ,5 ,4 ,Europe,Couple
InterContinental Singapore,5.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Business
Hilton Singapore,4.5 ,5 ,5 ,5 ,3 ,5 ,5 ,4 ,Europe,Couple
Conrad Centennial Singapore,5.0 ,3 ,5 ,5 ,4 ,5 ,5 ,5 ,Europe,Business
"Mandarin Oriental, Singapore",5.0 ,4 ,4 ,5 ,4 ,5 ,5 ,5 ,Europe,Couple
Pan Pacific Singapore,4.5 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Ibis Singapore on Bencoolen,3.0 ,3 ,4 ,4 ,3 ,4 ,4 ,3 ,Asia,Family
PARKROYAL on Beach Road,4.0 ,4 ,5 ,5 ,4 ,5 ,4 ,4 ,Asia,Family
Holiday Inn Atrium Singapore,4.0 ,5 ,3 ,4 ,4 ,3 ,4 ,4 ,Asia,Family
"Mandarin Oriental, Singapore",5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
InterContinental Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Grand Hyatt Singapore,5.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Marina Bay Sands,5.0 ,4 ,3 ,5 ,5 ,5 ,4 ,4 ,Europe,Couple
Grand Park City Hall,5.0 ,4 ,4 ,4 ,4 ,4 ,4 ,4 ,Europe,Couple
"Traders Hotel, Singapore",4.0 ,5 ,5 ,5 ,4 ,5 ,5 ,5 ,Asia,Business
Marina Bay Sands,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,North America,Couple
Marina Bay Sands,5.0 ,2 ,3 ,3 ,4 ,4 ,2 ,2 ,North America,Business
Furama City Centre,4.0 ,4 ,5 ,4 ,4 ,5 ,5 ,5 ,North America,Business
Pan Pacific Singapore,4.5 ,3 ,4 ,4 ,5 ,5 ,5 ,5 ,North America,Couple
Park Hotel Clarke Quay,4.0 ,5 ,5 ,4 ,4 ,5 ,5 ,4 ,North America,Couple
City Bayview Singapore,3.0 ,4 ,5 ,4 ,5 ,5 ,5 ,5 ,North America,Couple
Pan Pacific Orchard,4.5 ,4 ,4 ,5 ,5 ,5 ,4 ,4 ,Asia,Couple
Pan Pacific Orchard,4.5 ,4 ,4 ,5 ,5 ,5 ,4 ,4 ,Asia,Family
M Hotel Singapore,4.0 ,3 ,3 ,3 ,2 ,3 ,3 ,3 ,Asia,Business
Carlton Hotel Singapore,4.0 ,5 ,5 ,4 ,4 ,5 ,4 ,4 ,Asia,Business
York Hotel,4.0 ,5 ,5 ,5 ,5 ,5 ,4 ,5 ,Asia,Business
Crowne Plaza Hotel Changi Airport,4.5 ,3 ,5 ,4 ,4 ,5 ,4 ,4 ,Asia,Couple
Marina Mandarin Singapore,4.5 ,5 ,4 ,3 ,4 ,4 ,4 ,4 ,Asia,Couple
The St. Regis Singapore,5.0 ,3 ,5 ,5 ,5 ,5 ,4 ,4 ,Asia,Family
Somerset Liang Court,4.0 ,4 ,5 ,4 ,5 ,5 ,5 ,5 ,Asia,Family
Somerset Liang Court,4.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Asia,Family
Royal Plaza on Scotts,4.5 ,3 ,4 ,4 ,4 ,5 ,4 ,4 ,Asia,Family
Marina Mandarin Singapore,4.5 ,4 ,5 ,5 ,5 ,5 ,4 ,4 ,Asia,Family
Robertson Quay Hotel,2.5 ,3 ,4 ,2 ,2 ,3 ,2 ,3 ,Asia,Business
Marina Bay Sands,5.0 ,4 ,5 ,5 ,4 ,5 ,4 ,5 ,Asia,Couple
Swissotel The Stamford,4.5 ,4 ,3 ,5 ,5 ,4 ,4 ,5 ,Asia,Family
Novotel Singapore Clarke Quay,4.0 ,4 ,5 ,4 ,4 ,4 ,5 ,4 ,Oceania,Business
Sheraton Towers Singapore,4.5 ,4 ,4 ,5 ,4 ,5 ,4 ,4 ,Oceania,Business
Conrad Centennial Singapore,5.0 ,4 ,4 ,4 ,5 ,5 ,5 ,4 ,Oceania,Couple
The St. Regis Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Crowne Plaza Hotel Changi Airport,4.5 ,4 ,5 ,4 ,5 ,5 ,4 ,5 ,Oceania,Couple
The Scarlet Hotel,4.0 ,4 ,5 ,4 ,4 ,5 ,4 ,4 ,Oceania,Couple
Peninsula Excelsior Hotel,3.5 ,5 ,5 ,4 ,5 ,4 ,5 ,5 ,Oceania,Couple
Raffles Hotel Singapore,5.0 ,3 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Raffles Hotel Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Park Hotel Clarke Quay,4.0 ,4 ,5 ,4 ,4 ,5 ,5 ,4 ,Europe,Couple
Marina Mandarin Singapore,4.5 ,5 ,4 ,5 ,5 ,4 ,5 ,5 ,Europe,Couple
"Traders Hotel, Singapore",4.0 ,3 ,5 ,5 ,4 ,5 ,3 ,3 ,Europe,Couple
Aqueen Hotel Lavender,,5 ,4 ,4 ,4 ,5 ,4 ,4 ,Europe,Couple
Aqueen Hotel Lavender,,5 ,4 ,4 ,4 ,5 ,4 ,4 ,Europe,Couple
"Mandarin Oriental, Singapore",5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Family
Pan Pacific Singapore,4.5 ,4 ,4 ,4 ,5 ,5 ,4 ,4 ,Europe,Family
Fairmont Singapore,4.5 ,4 ,5 ,5 ,4 ,4 ,5 ,5 ,Europe,Family
Park Hotel Clarke Quay,4.0 ,2 ,4 ,3 ,2 ,3 ,2 ,2 ,Europe,Family
Marina Mandarin Singapore,4.5 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Family
Marina Mandarin Singapore,4.5 ,4 ,4 ,4 ,4 ,5 ,4 ,4 ,Europe,Business
Fairmont Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Holiday Inn Singapore Orchard City Centre,4.0 ,4 ,5 ,4 ,3 ,5 ,4 ,4 ,Europe,Family
"Mandarin Oriental, Singapore",5.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Grand Pacific Hotel,3.0 ,4 ,4 ,4 ,3 ,4 ,3 ,3 ,Europe,Family
